"up.or.downregulated","subnetwork","GO.ID","Term","Annotated","Significant","Expected","classicFisher","sig_ids"
"downregulated","whole network","GO:0002757","immune response-activating signaling pat...",26,2,0.32,0.03966,"AT5G01540;AT5G25440"
"downregulated","whole network","GO:0030705","cytoskeleton-dependent intracellular tra...",26,2,0.32,0.03966,"AT4G26660;AT4G27370"
"downregulated","whole network","GO:0009626","plant-type hypersensitive response",62,3,0.76,0.03996,"AT1G08450;AT3G28910;AT4G22305"
"downregulated","whole network","GO:0051301","cell division",260,7,3.17,0.04066,"AT1G74560;AT1G80370;AT2G25880;AT3G23670;AT3G24140;AT5G09870;AT5G28640"
"downregulated","whole network","GO:0009719","response to endogenous stimulus",1349,24,16.44,0.04066,"AT1G13260;AT1G24020;AT1G63650;AT1G75240;AT1G76540;AT2G40750;AT3G22231;AT3G25010;AT3G27920;AT3G28910;AT3G50480;AT4G08950;AT4G11890;AT4G20270;AT4G23570;AT4G37610;AT5G01540;AT5G07180;AT5G08640;AT5G20635;AT5G41315;AT5G50915;AT5G54190;AT5G57560"
"downregulated","whole network","GO:0009725","response to hormone",1349,24,16.44,0.04066,"AT1G13260;AT1G24020;AT1G63650;AT1G75240;AT1G76540;AT2G40750;AT3G22231;AT3G25010;AT3G27920;AT3G28910;AT3G50480;AT4G08950;AT4G11890;AT4G20270;AT4G23570;AT4G37610;AT5G01540;AT5G07180;AT5G08640;AT5G20635;AT5G41315;AT5G50915;AT5G54190;AT5G57560"
"downregulated","whole network","GO:0009741","response to brassinosteroid",106,4,1.29,0.0408,"AT1G13260;AT2G40750;AT4G08950;AT5G57560"
"downregulated","whole network","GO:0002831","regulation of response to biotic stimulu...",155,5,1.89,0.04151,"AT3G22231;AT4G22305;AT5G01540;AT5G26920;AT5G39670"
"downregulated","whole network","GO:0032101","regulation of response to external stimu...",155,5,1.89,0.04151,"AT3G22231;AT4G22305;AT5G01540;AT5G26920;AT5G39670"
"downregulated","whole network","GO:0034050","symbiont-induced defense-related program...",63,3,0.77,0.04159,"AT1G08450;AT3G28910;AT4G22305"
"downregulated","whole network","GO:0002764","immune response-regulating signaling pat...",27,2,0.33,0.0425,"AT5G01540;AT5G25440"
"downregulated","whole network","GO:0009875","pollen-pistil interaction",27,2,0.33,0.0425,"AT4G15570;AT4G24580"
"downregulated","whole network","GO:0009962","regulation of flavonoid biosynthetic pro...",27,2,0.33,0.0425,"AT5G41315;AT5G49330"
"downregulated","whole network","GO:0071395","cellular response to jasmonic acid stimu...",108,4,1.32,0.04321,"AT1G63650;AT2G40750;AT3G27920;AT5G41315"
"downregulated","whole network","GO:0006997","nucleus organization",64,3,0.78,0.04326,"AT2G34260;AT4G30930;AT4G33050"
"downregulated","whole network","GO:0031399","regulation of protein modification proce...",157,5,1.91,0.04345,"AT1G15570;AT1G70210;AT1G80370;AT2G26760;AT3G50070"
"downregulated","whole network","GO:0048367","shoot system development",885,17,10.78,0.04374,"AT1G13260;AT2G13810;AT2G17040;AT2G40750;AT3G24140;AT3G25010;AT3G27920;AT3G52910;AT4G10500;AT4G11140;AT4G20270;AT4G20910;AT5G07180;AT5G24330;AT5G28640;AT5G37260;AT5G53290"
"downregulated","whole network","GO:0007389","pattern specification process",210,6,2.56,0.04415,"AT2G34260;AT3G01140;AT3G27920;AT4G00480;AT4G20910;AT5G28640"
"downregulated","whole network","GO:0045229","external encapsulating structure organiz...",322,8,3.92,0.04434,"AT1G65060;AT1G73360;AT2G39350;AT3G29030;AT4G01750;AT5G15740;AT5G57560;AT5G60950"
"downregulated","whole network","GO:0080156","mitochondrial mRNA modification",28,2,0.34,0.04541,"AT4G20020;AT5G61030"
"downregulated","whole network","GO:0071398","cellular response to fatty acid",112,4,1.36,0.04826,"AT1G63650;AT2G40750;AT3G27920;AT5G41315"
"downregulated","whole network","GO:0010103","stomatal complex morphogenesis",29,2,0.35,0.04839,"AT3G24140;AT5G07180"
"downregulated","whole network","GO:0045727","positive regulation of translation",29,2,0.35,0.04839,"AT3G55605;AT5G02050"
"downregulated","whole network","GO:0071407","cellular response to organic cyclic comp...",162,5,1.97,0.04855,"AT2G04450;AT2G13810;AT2G40750;AT3G22231;AT4G03450"
"downregulated","whole network","GO:0051246","regulation of protein metabolic process",330,8,4.02,0.04989,"AT1G15570;AT1G70210;AT1G80370;AT2G26760;AT3G50070;AT3G55605;AT4G33270;AT5G02050"
"downregulated","geometry","GO:0006952","defense response",1020,21,6,5.2e-07,"AT1G08450;AT1G24020;AT1G31580;AT1G32960;AT1G71260;AT2G19190;AT2G31865;AT2G37130;AT2G40750;AT2G47130;AT3G22231;AT3G50950;AT4G03450;AT4G10500;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT5G10760;AT5G54610;AT5G55460"
"downregulated","geometry","GO:0098542","defense response to other organism",809,17,4.76,5.4e-06,"AT1G08450;AT1G32960;AT2G19190;AT2G31865;AT2G37130;AT2G40750;AT2G47130;AT3G22231;AT3G50950;AT4G10500;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT5G10760;AT5G54610;AT5G55460"
"downregulated","geometry","GO:0009751","response to salicylic acid",161,7,0.95,4.8e-05,"AT2G40750;AT3G04290;AT3G22231;AT4G03450;AT4G04695;AT4G10500;AT5G54610"
"downregulated","geometry","GO:0043207","response to external biotic stimulus",1064,18,6.26,5.1e-05,"AT1G08450;AT1G31580;AT1G32960;AT2G19190;AT2G31865;AT2G37130;AT2G40750;AT2G47130;AT3G22231;AT3G50950;AT4G10500;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT5G10760;AT5G54610;AT5G55460"
"downregulated","geometry","GO:0051707","response to other organism",1064,18,6.26,5.1e-05,"AT1G08450;AT1G31580;AT1G32960;AT2G19190;AT2G31865;AT2G37130;AT2G40750;AT2G47130;AT3G22231;AT3G50950;AT4G10500;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT5G10760;AT5G54610;AT5G55460"
"downregulated","geometry","GO:0009607","response to biotic stimulus",1066,18,6.27,5.3e-05,"AT1G08450;AT1G31580;AT1G32960;AT2G19190;AT2G31865;AT2G37130;AT2G40750;AT2G47130;AT3G22231;AT3G50950;AT4G10500;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT5G10760;AT5G54610;AT5G55460"
"downregulated","geometry","GO:0044419","biological process involved in interspec...",1076,18,6.33,5.9e-05,"AT1G08450;AT1G31580;AT1G32960;AT2G19190;AT2G31865;AT2G37130;AT2G40750;AT2G47130;AT3G22231;AT3G50950;AT4G10500;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT5G10760;AT5G54610;AT5G55460"
"downregulated","geometry","GO:0009617","response to bacterium",491,11,2.89,0.00016,"AT1G08450;AT1G31580;AT1G32960;AT2G19190;AT2G40750;AT2G47130;AT3G22231;AT3G50950;AT4G10500;AT4G23140;AT4G23180"
"downregulated","geometry","GO:0014070","response to organic cyclic compound",338,9,1.99,0.00018,"AT1G13260;AT2G40750;AT3G04290;AT3G22231;AT4G03450;AT4G04695;AT4G10500;AT5G09870;AT5G54610"
"downregulated","geometry","GO:0006364","rRNA processing",219,7,1.29,0.00032,"AT1G15440;AT1G63810;AT1G77030;AT2G34260;AT2G42710;AT3G21540;AT3G57940"
"downregulated","geometry","GO:0009605","response to external stimulus",1248,18,7.34,0.00037,"AT1G08450;AT1G31580;AT1G32960;AT2G19190;AT2G31865;AT2G37130;AT2G40750;AT2G47130;AT3G22231;AT3G50950;AT4G10500;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT5G10760;AT5G54610;AT5G55460"
"downregulated","geometry","GO:0140053","mitochondrial gene expression",60,4,0.35,0.00043,"AT3G55605;AT5G02050;AT5G39840;AT5G64710"
"downregulated","geometry","GO:0016072","rRNA metabolic process",232,7,1.36,0.00045,"AT1G15440;AT1G63810;AT1G77030;AT2G34260;AT2G42710;AT3G21540;AT3G57940"
"downregulated","geometry","GO:0006950","response to stress",3208,33,18.87,0.00074,"AT1G08450;AT1G13260;AT1G17190;AT1G24020;AT1G30720;AT1G31580;AT1G32960;AT1G71260;AT1G74560;AT2G19190;AT2G31865;AT2G37130;AT2G38170;AT2G40750;AT2G41090;AT2G47130;AT3G04290;AT3G13450;AT3G22231;AT3G49780;AT3G50950;AT4G03450;AT4G08390;AT4G10500;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT4G26780;AT5G10760;AT5G54610;AT5G55460;AT5G61030"
"downregulated","geometry","GO:0042254","ribosome biogenesis",337,8,1.98,0.00087,"AT1G15440;AT1G63810;AT1G77030;AT2G34260;AT2G42710;AT3G21540;AT3G57940;AT4G30150"
"downregulated","geometry","GO:0010444","guard mother cell differentiation",10,2,0.06,0.0015,"AT3G24140;AT3G50070"
"downregulated","geometry","GO:0006955","immune response",211,6,1.24,0.00157,"AT1G08450;AT1G32960;AT3G50950;AT4G20910;AT4G22305;AT5G54610"
"downregulated","geometry","GO:0002376","immune system process",215,6,1.26,0.00173,"AT1G08450;AT1G32960;AT3G50950;AT4G20910;AT4G22305;AT5G54610"
"downregulated","geometry","GO:0009553","embryo sac development",150,5,0.88,0.00195,"AT1G15440;AT1G31070;AT2G34260;AT4G30930;AT5G07180"
"downregulated","geometry","GO:0030490","maturation of SSU-rRNA",43,3,0.25,0.00207,"AT1G15440;AT3G21540;AT3G57940"
"downregulated","geometry","GO:0140546","defense response to symbiont",311,7,1.83,0.00247,"AT1G08450;AT1G32960;AT4G20910;AT4G22305;AT5G10760;AT5G54610;AT5G55460"
"downregulated","geometry","GO:0022613","ribonucleoprotein complex biogenesis",400,8,2.35,0.00256,"AT1G15440;AT1G63810;AT1G77030;AT2G34260;AT2G42710;AT3G21540;AT3G57940;AT4G30150"
"downregulated","geometry","GO:0042742","defense response to bacterium",410,8,2.41,0.00298,"AT1G08450;AT1G32960;AT2G19190;AT2G40750;AT2G47130;AT3G50950;AT4G23140;AT4G23180"
"downregulated","geometry","GO:0050896","response to stimulus",5696,48,33.51,0.0031,"AT1G08450;AT1G13260;AT1G15440;AT1G17190;AT1G21240;AT1G24020;AT1G30720;AT1G31580;AT1G32960;AT1G36060;AT1G49160;AT1G63650;AT1G65060;AT1G71260;AT1G74560;AT2G03410;AT2G17040;AT2G19190;AT2G31865;AT2G37130;AT2G38170;AT2G40750;AT2G41090;AT2G47130;AT3G04290;AT3G13450;AT3G22231;AT3G24140;AT3G49780;AT3G50950;AT4G03450;AT4G04695;AT4G08390;AT4G10500;AT4G20270;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT4G26400;AT4G26780;AT5G07180;AT5G09870;AT5G10760;AT5G54610;AT5G55460;AT5G61030;AT5G62210"
"downregulated","geometry","GO:0006396","RNA processing",742,11,4.37,0.00442,"AT1G15440;AT1G63810;AT1G77030;AT2G34260;AT2G42710;AT3G21540;AT3G57940;AT4G20910;AT5G39840;AT5G64710;ATCG00040"
"downregulated","geometry","GO:0009863","salicylic acid mediated signaling pathwa...",60,3,0.35,0.00533,"AT2G40750;AT3G22231;AT4G03450"
"downregulated","geometry","GO:0090698","post-embryonic plant morphogenesis",191,5,1.12,0.00548,"AT1G74560;AT2G17040;AT3G24140;AT4G20910;AT5G07180"
"downregulated","geometry","GO:0010440","stomatal lineage progression",19,2,0.11,0.0055,"AT3G24140;AT3G50070"
"downregulated","geometry","GO:1901700","response to oxygen-containing compound",1601,18,9.42,0.0059,"AT1G13260;AT1G15440;AT1G24020;AT1G36060;AT1G63650;AT2G17040;AT2G40750;AT3G04290;AT3G13450;AT3G22231;AT3G24140;AT4G03450;AT4G04695;AT4G08390;AT4G10500;AT4G23140;AT4G26400;AT5G54610"
"downregulated","geometry","GO:0045087","innate immune response",195,5,1.15,0.00598,"AT1G08450;AT1G32960;AT4G20910;AT4G22305;AT5G54610"
"downregulated","geometry","GO:0071446","cellular response to salicylic acid stim...",65,3,0.38,0.00666,"AT2G40750;AT3G22231;AT4G03450"
"downregulated","geometry","GO:0010374","stomatal complex development",66,3,0.39,0.00695,"AT3G24140;AT3G50070;AT5G07180"
"downregulated","geometry","GO:0045165","cell fate commitment",67,3,0.39,0.00724,"AT1G63650;AT3G24140;AT4G00480"
"downregulated","geometry","GO:0016554","cytidine to uridine editing",22,2,0.13,0.00734,"AT4G20020;AT5G61030"
"downregulated","geometry","GO:0000963","mitochondrial RNA processing",23,2,0.14,0.00801,"AT5G39840;AT5G64710"
"downregulated","geometry","GO:0042221","response to chemical",2731,26,16.07,0.00851,"AT1G13260;AT1G15440;AT1G17190;AT1G24020;AT1G30720;AT1G36060;AT1G63650;AT1G74560;AT2G17040;AT2G40750;AT2G41090;AT3G04290;AT3G13450;AT3G22231;AT3G24140;AT3G49780;AT4G03450;AT4G04695;AT4G08390;AT4G10500;AT4G20270;AT4G23140;AT4G26400;AT5G07180;AT5G09870;AT5G54610"
"downregulated","geometry","GO:2000031","regulation of salicylic acid mediated si...",24,2,0.14,0.00871,"AT2G40750;AT4G03450"
"downregulated","geometry","GO:0016553","base conversion or substitution editing",26,2,0.15,0.01018,"AT4G20020;AT5G61030"
"downregulated","geometry","GO:0042274","ribosomal small subunit biogenesis",79,3,0.46,0.01136,"AT1G15440;AT3G21540;AT3G57940"
"downregulated","geometry","GO:0080156","mitochondrial mRNA modification",28,2,0.16,0.01175,"AT4G20020;AT5G61030"
"downregulated","geometry","GO:0010103","stomatal complex morphogenesis",29,2,0.17,0.01257,"AT3G24140;AT5G07180"
"downregulated","geometry","GO:0045727","positive regulation of translation",29,2,0.17,0.01257,"AT3G55605;AT5G02050"
"downregulated","geometry","GO:0048731","system development",2025,20,11.91,0.01469,"AT1G13260;AT1G31070;AT1G55040;AT1G74560;AT2G17040;AT2G22870;AT2G34260;AT2G40750;AT3G04630;AT3G22231;AT3G24140;AT3G29030;AT3G49780;AT3G50070;AT4G09510;AT4G10500;AT4G20270;AT4G20910;AT5G07180;AT5G15740"
"downregulated","geometry","GO:0000741","karyogamy",32,2,0.19,0.01518,"AT2G34260;AT4G30930"
"downregulated","geometry","GO:0010197","polar nucleus fusion",32,2,0.19,0.01518,"AT2G34260;AT4G30930"
"downregulated","geometry","GO:0044085","cellular component biogenesis",1255,14,7.38,0.01581,"AT1G15440;AT1G63810;AT1G65060;AT1G74560;AT1G77030;AT2G34260;AT2G42710;AT3G21540;AT3G57940;AT4G30150;AT5G08780;AT5G09870;AT5G26860;AT5G57550"
"downregulated","geometry","GO:0032543","mitochondrial translation",33,2,0.19,0.0161,"AT3G55605;AT5G02050"
"downregulated","geometry","GO:1900864","mitochondrial RNA modification",33,2,0.19,0.0161,"AT4G20020;AT5G61030"
"downregulated","geometry","GO:0006334","nucleosome assembly",34,2,0.2,0.01704,"AT1G74560;AT5G08780"
"downregulated","geometry","GO:0009559","embryo sac central cell differentiation",35,2,0.21,0.018,"AT2G34260;AT4G30930"
"downregulated","geometry","GO:0090558","plant epidermis development",268,5,1.58,0.02125,"AT1G63650;AT3G24140;AT3G50070;AT4G00480;AT5G07180"
"downregulated","geometry","GO:0007275","multicellular organism development",2668,24,15.7,0.02183,"AT1G13260;AT1G15440;AT1G31070;AT1G55040;AT1G65060;AT1G74560;AT2G17040;AT2G22870;AT2G34260;AT2G40750;AT3G04630;AT3G22231;AT3G24140;AT3G29030;AT3G49780;AT3G50070;AT4G00480;AT4G09510;AT4G10500;AT4G20270;AT4G20910;AT4G30930;AT5G07180;AT5G15740"
"downregulated","geometry","GO:0016556","mRNA modification",39,2,0.23,0.02208,"AT4G20020;AT5G61030"
"downregulated","geometry","GO:0034728","nucleosome organization",39,2,0.23,0.02208,"AT1G74560;AT5G08780"
"downregulated","geometry","GO:0099402","plant organ development",1063,12,6.25,0.02287,"AT1G13260;AT1G74560;AT2G17040;AT2G40750;AT3G04630;AT3G29030;AT3G49780;AT4G09510;AT4G10500;AT4G20270;AT4G20910;AT5G07180"
"downregulated","geometry","GO:0043170","macromolecule metabolic process",7469,55,43.94,0.02543,"AT1G08450;AT1G13260;AT1G15440;AT1G21240;AT1G29280;AT1G36060;AT1G49160;AT1G63650;AT1G63810;AT1G70210;AT1G71260;AT1G74560;AT1G77030;AT1G78930;AT2G05120;AT2G19190;AT2G23000;AT2G25790;AT2G31865;AT2G34260;AT2G40750;AT2G42710;AT2G42920;AT3G02250;AT3G20010;AT3G21540;AT3G24140;AT3G49900;AT3G50070;AT3G55605;AT3G57940;AT4G00480;AT4G04695;AT4G20020;AT4G20270;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT4G26780;AT4G30930;AT5G02050;AT5G07180;AT5G08780;AT5G09840;AT5G09870;AT5G10760;AT5G15740;AT5G17240;AT5G26860;AT5G39840;AT5G57550;AT5G61030;AT5G64710;ATCG00040"
"downregulated","geometry","GO:0006405","RNA export from nucleus",45,2,0.26,0.02883,"AT1G63810;AT2G05120"
"downregulated","geometry","GO:0045017","glycerolipid biosynthetic process",115,3,0.68,0.03049,"AT3G22231;AT4G22305;AT5G16350"
"downregulated","geometry","GO:0009620","response to fungus",297,5,1.75,0.03122,"AT2G31865;AT2G37130;AT2G40750;AT3G22231;AT4G10500"
"downregulated","geometry","GO:0016310","phosphorylation",1119,12,6.58,0.03226,"AT1G21240;AT1G49160;AT1G70210;AT1G72040;AT2G19190;AT2G25790;AT3G50070;AT4G04695;AT4G20270;AT4G23140;AT4G23180;AT5G07180"
"downregulated","geometry","GO:0009225","nucleotide-sugar metabolic process",49,2,0.29,0.03374,"AT1G31070;AT2G31865"
"downregulated","geometry","GO:0050657","nucleic acid transport",50,2,0.29,0.03501,"AT1G63810;AT2G05120"
"downregulated","geometry","GO:0050658","RNA transport",50,2,0.29,0.03501,"AT1G63810;AT2G05120"
"downregulated","geometry","GO:0051236","establishment of RNA localization",50,2,0.29,0.03501,"AT1G63810;AT2G05120"
"downregulated","geometry","GO:0000959","mitochondrial RNA metabolic process",51,2,0.3,0.0363,"AT4G20020;AT5G61030"
"downregulated","geometry","GO:0055088","lipid homeostasis",51,2,0.3,0.0363,"AT3G22231;AT4G10040"
"downregulated","geometry","GO:0006403","RNA localization",52,2,0.31,0.03761,"AT1G63810;AT2G05120"
"downregulated","geometry","GO:0006338","chromatin remodeling",126,3,0.74,0.03839,"AT1G74560;AT3G20010;AT5G08780"
"downregulated","geometry","GO:0044237","cellular metabolic process",7640,55,44.95,0.03906,"AT1G08450;AT1G13260;AT1G15440;AT1G17190;AT1G21240;AT1G29280;AT1G31070;AT1G36060;AT1G49160;AT1G63650;AT1G63810;AT1G70210;AT1G71260;AT1G72040;AT1G77030;AT1G78930;AT2G05120;AT2G19190;AT2G25790;AT2G31865;AT2G34260;AT2G40750;AT2G41090;AT2G42710;AT3G02250;AT3G13450;AT3G20010;AT3G21540;AT3G22231;AT3G24140;AT3G50070;AT3G55605;AT3G57940;AT4G00480;AT4G04695;AT4G08390;AT4G10040;AT4G10500;AT4G20270;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT4G26780;AT4G30930;AT5G02050;AT5G07180;AT5G08780;AT5G09840;AT5G09870;AT5G15740;AT5G16350;AT5G39840;AT5G64710;ATCG00040"
"downregulated","geometry","GO:0006468","protein phosphorylation",1031,11,6.07,0.04081,"AT1G21240;AT1G49160;AT1G70210;AT2G19190;AT2G25790;AT3G50070;AT4G04695;AT4G20270;AT4G23140;AT4G23180;AT5G07180"
"downregulated","geometry","GO:0045489","pectin biosynthetic process",55,2,0.32,0.04164,"AT3G02250;AT5G15740"
"downregulated","geometry","GO:0070887","cellular response to chemical stimulus",1167,12,6.87,0.0423,"AT1G13260;AT1G24020;AT1G30720;AT1G63650;AT2G40750;AT2G41090;AT3G22231;AT3G49780;AT4G03450;AT4G08390;AT4G20270;AT5G07180"
"downregulated","geometry","GO:0050832","defense response to fungus",224,4,1.32,0.0435,"AT2G31865;AT2G37130;AT2G40750;AT3G22231"
"downregulated","geometry","GO:0000079","regulation of cyclin-dependent protein s...",58,2,0.34,0.04583,"AT1G70210;AT3G50070"
"downregulated","geometry","GO:1904029","regulation of cyclin-dependent protein k...",58,2,0.34,0.04583,"AT1G70210;AT3G50070"
"downregulated","geometry","GO:0019748","secondary metabolic process",233,4,1.37,0.049,"AT1G17190;AT1G65060;AT2G23000;AT3G12220"
"downregulated","geometry","GO:0051716","cellular response to stimulus",2594,22,15.26,0.04904,"AT1G08450;AT1G13260;AT1G21240;AT1G24020;AT1G30720;AT1G49160;AT1G63650;AT1G71260;AT1G74560;AT2G03410;AT2G31865;AT2G40750;AT2G41090;AT3G13450;AT3G22231;AT3G49780;AT4G03450;AT4G04695;AT4G08390;AT4G20270;AT4G22305;AT5G07180"
"downregulated","geometry","GO:0031347","regulation of defense response",234,4,1.38,0.04963,"AT2G40750;AT3G22231;AT4G03450;AT4G22305"
"downregulated","intensity.fluo","GO:0090626","plant epidermis morphogenesis",92,7,0.42,2.2e-07,"AT1G56580;AT1G73360;AT3G01140;AT3G27920;AT5G07180;AT5G23940;AT5G41315"
"downregulated","intensity.fluo","GO:0090558","plant epidermis development",268,10,1.23,4.3e-07,"AT1G15570;AT1G56580;AT1G73360;AT1G80370;AT3G01140;AT3G27920;AT5G07180;AT5G23940;AT5G41315;AT5G53210"
"downregulated","intensity.fluo","GO:0010090","trichome morphogenesis",65,6,0.3,5.3e-07,"AT1G56580;AT1G73360;AT3G01140;AT3G27920;AT5G23940;AT5G41315"
"downregulated","intensity.fluo","GO:0010026","trichome differentiation",87,6,0.4,3e-06,"AT1G56580;AT1G73360;AT3G01140;AT3G27920;AT5G23940;AT5G41315"
"downregulated","intensity.fluo","GO:0010564","regulation of cell cycle process",133,6,0.61,3.4e-05,"AT1G15570;AT1G76540;AT1G80370;AT2G25880;AT2G33560;AT3G14190"
"downregulated","intensity.fluo","GO:0044772","mitotic cell cycle phase transition",81,5,0.37,3.6e-05,"AT1G15570;AT1G76540;AT1G80370;AT2G26760;AT2G33560"
"downregulated","intensity.fluo","GO:1903047","mitotic cell cycle process",203,7,0.93,4.2e-05,"AT1G15570;AT1G76540;AT1G80370;AT2G25880;AT2G26760;AT2G33560;AT3G23670"
"downregulated","intensity.fluo","GO:0009888","tissue development",660,12,3.03,4.9e-05,"AT1G15570;AT1G56580;AT1G73360;AT1G76540;AT1G80370;AT3G01140;AT3G27920;AT5G07180;AT5G23940;AT5G28640;AT5G41315;AT5G53210"
"downregulated","intensity.fluo","GO:0051726","regulation of cell cycle",285,8,1.31,5.1e-05,"AT1G15570;AT1G76540;AT1G80370;AT2G25880;AT2G26760;AT2G33560;AT3G14190;AT5G24330"
"downregulated","intensity.fluo","GO:1901990","regulation of mitotic cell cycle phase t...",48,4,0.22,6.9e-05,"AT1G15570;AT1G76540;AT1G80370;AT2G33560"
"downregulated","intensity.fluo","GO:0000278","mitotic cell cycle",310,8,1.42,9.1e-05,"AT1G15570;AT1G76540;AT1G80370;AT2G25880;AT2G26760;AT2G33560;AT3G14190;AT3G23670"
"downregulated","intensity.fluo","GO:0044770","cell cycle phase transition",102,5,0.47,0.00011,"AT1G15570;AT1G76540;AT1G80370;AT2G26760;AT2G33560"
"downregulated","intensity.fluo","GO:0010389","regulation of G2/M transition of mitotic...",22,3,0.1,0.00014,"AT1G15570;AT1G76540;AT1G80370"
"downregulated","intensity.fluo","GO:0010143","cutin biosynthetic process",23,3,0.11,0.00016,"AT3G01140;AT3G05600;AT5G23940"
"downregulated","intensity.fluo","GO:0160062","cutin-based cuticle development",23,3,0.11,0.00016,"AT3G01140;AT3G05600;AT5G23940"
"downregulated","intensity.fluo","GO:1902749","regulation of cell cycle G2/M phase tran...",23,3,0.11,0.00016,"AT1G15570;AT1G76540;AT1G80370"
"downregulated","intensity.fluo","GO:0014070","response to organic cyclic compound",338,8,1.55,0.00017,"AT1G08560;AT1G76540;AT2G13810;AT3G50480;AT4G03450;AT4G08950;AT5G08760;AT5G54610"
"downregulated","intensity.fluo","GO:0000086","G2/M transition of mitotic cell cycle",24,3,0.11,0.00018,"AT1G15570;AT1G76540;AT1G80370"
"downregulated","intensity.fluo","GO:0044839","cell cycle G2/M phase transition",25,3,0.11,2e-04,"AT1G15570;AT1G76540;AT1G80370"
"downregulated","intensity.fluo","GO:0006952","defense response",1020,14,4.68,0.00023,"AT1G66100;AT2G02100;AT2G13810;AT2G37130;AT3G50480;AT4G03450;AT4G11890;AT4G23570;AT5G01540;AT5G26920;AT5G36910;AT5G39670;AT5G54610;AT5G55460"
"downregulated","intensity.fluo","GO:0010374","stomatal complex development",66,4,0.3,0.00024,"AT1G15570;AT1G80370;AT5G07180;AT5G53210"
"downregulated","intensity.fluo","GO:1901987","regulation of cell cycle phase transitio...",68,4,0.31,0.00027,"AT1G15570;AT1G76540;AT1G80370;AT2G33560"
"downregulated","intensity.fluo","GO:0010091","trichome branching",28,3,0.13,0.00028,"AT1G73360;AT3G01140;AT5G41315"
"downregulated","intensity.fluo","GO:0007346","regulation of mitotic cell cycle",135,5,0.62,4e-04,"AT1G15570;AT1G76540;AT1G80370;AT2G33560;AT3G14190"
"downregulated","intensity.fluo","GO:0009751","response to salicylic acid",161,5,0.74,0.00088,"AT2G13810;AT3G50480;AT4G03450;AT5G08760;AT5G54610"
"downregulated","intensity.fluo","GO:1901700","response to oxygen-containing compound",1601,17,7.34,0.00093,"AT1G75240;AT2G13810;AT3G08770;AT3G25010;AT3G27920;AT3G50480;AT4G03450;AT4G08950;AT4G11890;AT4G33050;AT5G01540;AT5G08760;AT5G20635;AT5G41315;AT5G53210;AT5G54610;AT5G58610"
"downregulated","intensity.fluo","GO:0042221","response to chemical",2731,24,12.52,0.00113,"AT1G08560;AT1G75240;AT1G76540;AT2G13810;AT3G08770;AT3G25010;AT3G27920;AT3G50480;AT4G03450;AT4G08950;AT4G11890;AT4G15570;AT4G23570;AT4G33050;AT5G01540;AT5G07180;AT5G08640;AT5G08760;AT5G20635;AT5G26920;AT5G41315;AT5G53210;AT5G54610;AT5G58610"
"downregulated","intensity.fluo","GO:0009963","positive regulation of flavonoid biosynt...",12,2,0.06,0.00133,"AT5G41315;AT5G49330"
"downregulated","intensity.fluo","GO:0022402","cell cycle process",469,8,2.15,0.00143,"AT1G15570;AT1G76540;AT1G80370;AT2G25880;AT2G26760;AT2G33560;AT3G14190;AT3G23670"
"downregulated","intensity.fluo","GO:0048856","anatomical structure development",3118,26,14.3,0.00145,"AT1G15570;AT1G34355;AT1G56580;AT1G73360;AT1G76540;AT1G80370;AT2G13810;AT3G01140;AT3G05600;AT3G23670;AT3G25010;AT3G27920;AT3G52910;AT4G11140;AT4G15570;AT4G23570;AT4G33050;AT5G01540;AT5G07180;AT5G23940;AT5G24330;AT5G28640;AT5G33370;AT5G37260;AT5G41315;AT5G53210"
"downregulated","intensity.fluo","GO:0032502","developmental process",3304,27,15.15,0.00155,"AT1G15570;AT1G34355;AT1G56580;AT1G73360;AT1G76540;AT1G80370;AT2G13810;AT3G01140;AT3G05600;AT3G23670;AT3G25010;AT3G27920;AT3G52910;AT4G11140;AT4G15570;AT4G23570;AT4G33050;AT5G01540;AT5G07180;AT5G23940;AT5G24330;AT5G28640;AT5G33370;AT5G37260;AT5G41315;AT5G49330;AT5G53210"
"downregulated","intensity.fluo","GO:0050794","regulation of cellular process",4394,33,20.15,0.0017,"AT1G15570;AT1G21240;AT1G73360;AT1G75240;AT1G76540;AT1G80370;AT2G13810;AT2G25880;AT2G26760;AT2G29890;AT2G33560;AT3G01140;AT3G14190;AT3G25010;AT3G27920;AT3G52550;AT3G52910;AT4G03450;AT4G11070;AT4G11080;AT4G11140;AT4G11890;AT4G33050;AT5G01540;AT5G07180;AT5G20635;AT5G24330;AT5G25440;AT5G26920;AT5G28640;AT5G37260;AT5G41315;AT5G53210"
